"","deed","url"
"275","Petition of William C. Greenleaf, 16 May 1862","https://civilwardc.org/texts/petitions/cww.00253.html"
"276","Petition of William S. Duvall and Robert L. Adamson,
                    for John Smith (deceased), 16 May 1862","https://civilwardc.org/texts/petitions/cww.00264.html"
"277","Petition of Thomas A. Richards, 16 May 1862","https://civilwardc.org/texts/petitions/cww.00250.html"
"278","Petition of John C. Rives, 17 May 1862","https://civilwardc.org/texts/petitions/cww.00297.html"
"279","Petition of John Manning, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00317.html"
"280","Petition of Ann Coseene, Ann Weeden, and William B.
                    Lacy, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00291.html"
"281","Petition of Margaret Gormley, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00277.html"
"282","Petition of William Emmert, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00287.html"
"283","Petition of Anne Blanchard, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00284.html"
"284","Petition of George W. Talburtt, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00288.html"
"285","Petition of William G. H. Newman, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00304.html"
"286","Petition of William B. Lacy, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00292.html"
"287","Petition of Hester A. Wheeler, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00303.html"
"288","Petition of Catharine Palmer, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00286.html"
"289","Petition of Margaret W. Getty, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00312.html"
"290","Petition of Bridget Taylor, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00280.html"
"291","Petition of Washington Miller, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00316.html"
"292","Petition of William H. Edes, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00281.html"
"293","Petition of William H. Dougal, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00283.html"
"294","Petition of Joseph Libbey, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00300.html"
"295","Petition of George Rhodes, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00313.html"
"296","Petition of Benjamin C. Card, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00309.html"
"297","Petition of Morris Adler, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00282.html"
"298","Petition of John S. Paxton, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00295.html"
"299","Petition of William A. Nichols, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00306.html"
"300","Petition of Sarah Tolson, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00315.html"
"301","Petition of Mary M. McIntire, John A. McIntire, and Laura E. McIntire, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00318.html"
"302","Petition of Elizabeth A. S. Bryan, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00305.html"
"303","Petition of Eliza Ott, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00293.html"
"304","Petition of Mary Peter, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00311.html"
"305","Petition of Mary Augusta Gadsby, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00308.html"
"306","Petition of Joseph F. Brown, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00285.html"
"307","Petition of John Eliason, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00294.html"
"308","Petition of Samuel Shreve, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00299.html"
"309","Petition of Augusta McBlair, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00307.html"
"310","Petition of Ann M. Forrest, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00276.html"
"311","Petition of Elizabeth L. Young, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00302.html"
"312","Petition of Susan B. Sheriff, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00275.html"
"313","Petition of Joseph C. Willard and Henry A. Willard, 19
                    May 1862","https://civilwardc.org/texts/petitions/cww.00301.html"
"314","Petition of Sarah A. Landreth, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00319.html"
"315","Petition of Michael Shanks, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00278.html"
"316","Petition of Courtney Reeves, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00310.html"
"317","Petition of Daniel H. Tebbs and Martha Tebbs his wife,
                    19 May 1862","https://civilwardc.org/texts/petitions/cww.00298.html"
"318","Petition of Walter H. Marlow, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00327.html"
"319","Petition of Joseph Bryan, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00323.html"
"320","Petition of Leonard Storm, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00326.html"
"321","Petition of Judson Scott, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00335.html"
"322","Petition of William Noell, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00321.html"
"323","Petition of Jane E. Cockrell, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00320.html"
"324","Petition of Thomas H. Barron, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00334.html"
"325","Petition of Peregrine H. Browning, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00328.html"
"326","Petition of Henry S. Halley, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00325.html"
"327","Petition of Notley Moreland, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00333.html"
"328","Petition of Noble Hurdle, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00331.html"
"329","Petition of Mary S. Banning, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00330.html"
"330","Petition of Joseph Bryan, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00329.html"
"331","Petition of Melvina H. Bowie, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00324.html"
"332","Petition of Gabriel Coakley, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00332.html"
"333","Petition of William J. Stone, Sr., 20 May 1862","https://civilwardc.org/texts/petitions/cww.00314.html"
"334","Petition of Joseph Bryan, Trustee for Louisa Bryan, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00322.html"
"335","Petition of Elizabeth Ann Drane, 20 May 1862","https://civilwardc.org/texts/petitions/cww.00397.html"
"336","Petition of John G. Stone, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00339.html"
"337","Petition of William Peters, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00338.html"
"338","Petition of Mary D. Lear, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00336.html"
"339","Petition of Anna E. Stone, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00340.html"
"340","Petition of M. Alice Shulze, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00351.html"
"341","Petition of Elizabeth Windsor, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00355.html"
"342","Petition of Jonathan Ridenour, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00342.html"
"343","Petition of Alexander F. Bulley, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00353.html"
"344","Petition of Ann Briscoe, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00348.html"
"345","Petition of John T. Sullivan, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00354.html"
"346","Petition of William H. Magruder, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00362.html"
"347","Petition of Elizabeth C. Seybort, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00337.html"
"348","Petition of George Washington Young, 21 May
                    1862","https://civilwardc.org/texts/petitions/cww.00345.html"
"349","Petition of Enoch F. Zell, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00347.html"
"350","Petition of Mary Fenwick, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00343.html"
"351","Petition of Peter Wood, Sr., 21 May 1862","https://civilwardc.org/texts/petitions/cww.00350.html"
"352","Petition of Nimrod Farr, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00352.html"
"353","Petition of William B. Magruder, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00349.html"
"354","Petition of Alfred R. Edelin, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00341.html"
"355","Petition of Elizabeth Brent, 21 May 1862","https://civilwardc.org/texts/petitions/cww.00346.html"
"356","Petition of R. B. Lloyd and E. E. Lloyd, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00393.html"
"357","Petition of Margaret C. Barber, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00366.html"
"358","Petition of Henry M. Morris, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00359.html"
"359","Petition of Mary Ann Clark, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00367.html"
"360","Petition of Jane E. Boone, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00380.html"
"361","Petition of Emily W. Farquhar, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00363.html"
"362","Petition of Reuben B. Clark, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00361.html"
"363","Petition of Catharine A. M. Maddox, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00372.html"
"364","Petition of Eliza Peyton, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00389.html"
"365","Petition of Nicholas Acker, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00370.html"
"366","Petition of Catzarener Miller, George Miller, Henry
                    Miller, Eliza Miller, J. H. Hood, Francis Miller, and Thomas W. Miller, 22 May
                    1862","https://civilwardc.org/texts/petitions/cww.00394.html"
"367","Petition of William H. Stewart, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00395.html"
"368","Petition of Benjamin E. Gittings, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00368.html"
"369","Petition of Susan Tyler, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00365.html"
"370","Petition of John C. Riley, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00358.html"
"371","Petition of James M. Torbert , 22 May 1862","https://civilwardc.org/texts/petitions/cww.00388.html"
"372","Petition of Alexander H. Mechlin, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00399.html"
"373","Petition of Charles Bradley, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00377.html"
"374","Petition of Smith Minor, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00386.html"
"375","Petition of Elizabeth Jane Maddox, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00373.html"
"376","Petition of Ann L. Hamilton, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00384.html"
"377","Petition of Bushrod W. Farr, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00357.html"
"378","Petition of Reuben Collins, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00379.html"
"379","Petition of Edward H. Edelin, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00387.html"
"380","Petition of Matthew H. Stevens, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00369.html"
"381","Petition of Lavinia Hall, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00374.html"
"382","Petition of Anna C. Waters, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00364.html"
"383","Petition of Rosalie Edelin, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00381.html"
"384","Petition of Robert P. Dunlop, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00371.html"
"385","Petition of Absalom Brown, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00390.html"
"386","Petition of Martha D. Duncanson, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00378.html"
"387","Petition of Margaret A. Renshaw, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00382.html"
"388","Petition of W. J. C. Duhamel, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00385.html"
"389","Petition of Euridice F. Simms, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00376.html"
"390","Petition of Susan Ireland, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00375.html"
"391","Petition of Baley Brown, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00356.html"
"392","Petition of Henry Cost, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00360.html"
"393","Petition of Ellen Pumphrey, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00391.html"
"394","Petition of Joseph Beasely, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00392.html"
"395","Petition of Henrietta J. Kennedy, 22 May 1862","https://civilwardc.org/texts/petitions/cww.00383.html"
"396","Petition of A. Barker, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00401.html"
"397","Petition of William Hickey, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00408.html"
"398","Petition of Maria Speiser, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00402.html"
"399","Petition of Florence Mechlin, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00400.html"
"400","Petition of Catharine Pindell, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00407.html"
"401","Petition of George M. Sothoron, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00406.html"
"402","Petition of James Eslin, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00398.html"
"403","Petition of Walter M. Talbott, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00396.html"
"404","Petition of Ulysses B. Ward, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00416.html"
"405","Petition of Aurelia H. Irwin, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00411.html"
"406","Petition of Jane Turnbull, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00413.html"
"407","Petition of Verlinda Naylor, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00404.html"
"408","Petition of Harriet Stanley, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00415.html"
"409","Petition of Anna Maria Stone, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00405.html"
"410","Petition of Judson Naylor, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00403.html"
"411","Petition of Susan Cruit, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00412.html"
"412","Petition of Joshua Riley, 23 May 1862","https://civilwardc.org/texts/petitions/cww.00414.html"
"413","Petition of William R. Riley, 24 May 1862","https://civilwardc.org/texts/petitions/cww.00524.html"
"414","Petition of Clement Hill, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00434.html"
"415","Petition of Ann Emeline Ward, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00455.html"
"416","Petition of Frances J. Jones, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00421.html"
"417","Petition of Roger Jones, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00448.html"
"418","Petition of J. Frank Brown, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00420.html"
"419","Petition of Darius T. Gladmon his for Ann Gladmon, 26
                    May 1862","https://civilwardc.org/texts/petitions/cww.00419.html"
"420","Petition of Harriet Donohoo, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00443.html"
"421","Petition of Lucy E. Mattingly, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00454.html"
"422","Petition of Robert Jones and Ellen C. Jones, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00441.html"
"423","Petition of William Nailor, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00446.html"
"424","Petition of Martha E. Barnes, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00440.html"
"425","Petition of Ann Maria Biscoe and Emma Biscoe, 26 May
                    1862","https://civilwardc.org/texts/petitions/cww.00430.html"
"426","Petition of Isaac Scaggs, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00433.html"
"427","Petition of William H. Kurtz, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00426.html"
"428","Petition of Lucy E. Mattingly, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00453.html"
"429","Petition of Susan A. Chapman, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00428.html"
"430","Petition of Horace White, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00424.html"
"431","Petition of Emmeline Sheriff, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00436.html"
"432","Petition of William Orme, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00449.html"
"433","Petition of William B. Todd claim for value of Jim Dashiel, 26 May, 1862","https://civilwardc.org/texts/petitions/cww.00418.html"
"434","Petition of Mary A. Hewitt, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00427.html"
"435","Petition of Mary A. Smoot, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00438.html"
"436","Petition of Stephen P. Franklin, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00452.html"
"437","Petition of Anthony Addison, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00457.html"
"438","Petition of Thomas Jenkin, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00417.html"
"439","Petition of Angelica Chew, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00431.html"
"440","Petition of Betsy Roberson, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00460.html"
"441","Petition of Louisa G. Beall, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00458.html"
"442","Petition of Robert C. Brooke, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00422.html"
"443","Petition of John W. Wells, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00444.html"
"444","Petition of James M. Wright and Mary R. Wright, 27 May
                    1862","https://civilwardc.org/texts/petitions/cww.00462.html"
"445","Petition of Andrew Martine, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00423.html"
"446","Petition of Mary D. G. Ringgold, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00450.html"
"447","Petition of Ann M. Biscoe, Angelica Chew, and Emma
                    Biscoe, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00429.html"
"448","Petition of John L. Kidwell, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00435.html"
"449","Petition of Henry Newman, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00445.html"
"450","Petition of William McLain, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00447.html"
"451","Petition of Emma Biscoe, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00432.html"
"452","Petition of Margarett E. Lowrie, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00437.html"
"453","Petition of Benjamin L. Bohrer, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00459.html"
"454","Petition of Francis M. Jarboe, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00439.html"
"455","Petition of Ulysses Ward, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00456.html"
"456","Petition of Robert Gunnell, 26 May 1862 ","https://civilwardc.org/texts/petitions/cww.00442.html"
"457","Petition of Charles Miller, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00425.html"
"458","Petition of P. J. Torney, 26 May 1862","https://civilwardc.org/texts/petitions/cww.00603.html"
"459","Petition of Hannah P. McCormick, Sophia McCormick,
                    Harriet P. McCormick, Mary E. McCormick, and Margaret L. McCormick, 26 May
                    1862","https://civilwardc.org/texts/petitions/cww.00451.html"
"460","Petition of Louisa M. Wright, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00485.html"
"461","Petition of Francis P. Blair, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00483.html"
"462","Petition of William A. Linton, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00492.html"
"463","Petition of Thompson Nailor, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00465.html"
"464","Petition of Alonza R. Fowler, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00489.html"
"465","Petition of Michael Green, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00469.html"
"466","Petition of William Marshall, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00479.html"
"467","Petition of Enos Ray, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00470.html"
"468","Petition of Julianna Barry, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00473.html"
"469","Petition of Israel Knode, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00493.html"
"470","Petition of George W. Riggs, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00478.html"
"471","Petition of John Hoover, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00482.html"
"472","Petition of William H. Moore, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00480.html"
"473","Petition of Sarah E. King, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00461.html"
"474","Petition of William Thomas Carroll, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00466.html"
"475","Petition of Catherine A. Golden, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00477.html"
"476","Petition of Jacob Ross, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00468.html"
"477","Petition of Mary Ann Harvey, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00471.html"
"478","Petition of Adelaide Wilson, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00490.html"
"479","Petition of Alexander Elliott, Jr., 27 May 1862","https://civilwardc.org/texts/petitions/cww.00484.html"
"480","Petition of Mary C. Dean, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00491.html"
"481","Petition of Ann M. Hill, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00472.html"
"482","Petition of William B. Evans, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00481.html"
"483","Petition of John Van Riswich, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00486.html"
"484","Petition of Thomas S. Mercer, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00467.html"
"485","Petition of Susannah P. Bryan, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00464.html"
"486","Petition of James L. Brawner, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00475.html"
"487","Petition of Barnet T. Swart, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00474.html"
"488","Petition of Catherine Golden, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00476.html"
"489","Petition of Jane H. C. Scott, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00463.html"
"490","Petition of Philip Fenwick, 27 May 1862","https://civilwardc.org/texts/petitions/cww.00487.html"
"491","Petition of Mary Jones, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00536.html"
"492","Petition of Joseph W. Webb, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00504.html"
"493","Petition of Oliver H. P. Clark, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00503.html"
"494","Petition of Georgie Mechlin, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00534.html"
"495","Petition of William Hamilton Williams, 28 May
                    1862","https://civilwardc.org/texts/petitions/cww.00500.html"
"496","Petition of Josiah Harding, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00522.html"
"497","Petition of Mary C. Krafft, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00556.html"
"498","Petition of Sarah G. Anderson through her Guardian
                    Joseph W. Webb, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00505.html"
"499","Petition of Samuel Whitaker, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00495.html"
"500","Petition of Francis J. Fugitt, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00502.html"
"501","Petition of Margaret A. Wood, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00514.html"
"502","Petition of William Nottingham, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00501.html"
"503","Petition of John W. Mankin, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00537.html"
"504","Petition of James Selden, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00533.html"
"505","Petition of Robert L. McPherson, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00538.html"
"506","Petition of James Selden, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00532.html"
"507","Petition of Edward Hall, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00507.html"
"508","Petition of Harriet White, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00526.html"
"509","Petition of Ann Pickrel, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00518.html"
"510","Petition of Hellen L. Stewart, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00535.html"
"511","Petition of Isabella L. Turpin, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00496.html"
"512","Petition of Jeremiah Stevens, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00531.html"
"513","Petition of Theodore Bailey, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00519.html"
"514","Petition of Jane C. Penn, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00506.html"
"515","Petition of Martha T. Hall, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00509.html"
"516","Petition of Samuel Byington, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00528.html"
"517","Petition of Christopher Grammer, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00515.html"
"518","Petition of Edward Owen, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00523.html"
"519","Petition of Sallie E. Pearce, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00530.html"
"520","Petition of Pierce Shoemaker, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00494.html"
"521","Petition of Eliza Duvall, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00510.html"
"522","Petition of Mary F. E. Purcell, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00527.html"
"523","Petition of Rachel Harrison, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00517.html"
"524","Petition of Henderson Fowler, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00516.html"
"525","Petition of Elizabeth Crawford, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00508.html"
"526","Petition of Jane S. Burruss, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00497.html"
"527","Petition of John H. C. Coffin, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00520.html"
"528","Petition of Rinaldo J. Bowen, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00511.html"
"529","Petition of Benjamin F. Middleton, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00499.html"
"530","Petition of Mary Ann Pursell and Thomas Pursell, 28 May
                    1862","https://civilwardc.org/texts/petitions/cww.00513.html"
"531","Petition of Ann Carroll, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00521.html"
"532","Petition of John M. Belt, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00512.html"
"533","Petition of Thomas W. Riley, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00525.html"
"534","Petition of William H. Champion, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00529.html"
"535","Petition of Andrew Hancock, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00498.html"
"536","Petition of Sarah B. Adams, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00539.html"
"537","Petition of William L. Hoyle, 28 May 1862","https://civilwardc.org/texts/petitions/cww.00540.html"
"538","Petition of Sophia Ridgely, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00558.html"
"539","Petition of Mary E. Blake, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00542.html"
"540","Petition of Sarah T. Simpson, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00564.html"
"541","Petition of Henry M. Dellinger, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00563.html"
"542","Petition of Theodore Sheckels, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00543.html"
"543","Petition of George E. Moore, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00560.html"
"544","Petition of Annie E. Taylor, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00565.html"
"545","Petition of Henry P. C. Wilson, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00554.html"
"546","Petition of Lois E. Offutt, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00553.html"
